total_meetings,lead_score,customer_sentiment,buying_intent,relationship_strength,budget_status,decision_maker_involvement,customer_urgency,product_interest_level,meeting_outcome,competitor_mention,engagement_score,implementation_readiness,upsell_opportunity,deal_score,objection_budget_not_allocated,objection_competitor_preference,objection_lack_of_internal_buy_in,objection_long_implementation_time,objection_missing_features,objection_no_urgent_business_need,objection_poor_past_experience_support,objection_price_too_high,objection_security_compliance_concerns,objection_unfavorable_contract_terms,num_objections,customer_requirements_API / Technical Integration,customer_requirements_Basic Feature Set,customer_requirements_Compliance-driven Requirements,customer_requirements_Customized Integration,customer_requirements_Enterprise-grade Security,customer_requirements_Multi-department Rollout,customer_requirements_Scalable Infrastructure,customer_requirements_Standard Package,risk_factors_Budget Constraints,risk_factors_Competitor Pressure,risk_factors_Economic Uncertainty,risk_factors_Internal Politics,risk_factors_No Risk Identified,risk_factors_Stakeholder Turnover,risk_factors_Technical Concerns,risk_factors_Timeline Conflict
6,14.1,2,2,10,1,2,1,2,3,0,0.34329896907216495,1,1,56,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,11.8,0,3,6,0,0,1,4,2,0,0.8123711340206184,0,1,32,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,94.4,2,3,9,2,2,2,3,4,0,0.6670103092783505,3,1,85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,95.1,1,1,7,3,0,1,2,3,1,0.055670103092783516,1,1,48,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,68.4,0,1,9,1,0,3,4,0,0,0.1515463917525773,0,0,36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,46.9,0,1,4,2,1,1,2,3,0,0.48041237113402063,3,0,44,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,70.3,1,1,3,2,0,2,1,0,1,0.5195876288659793,2,0,27,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5,27.0,0,3,2,0,0,2,3,2,1,0.29896907216494845,0,1,39,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,98.6,2,1,7,2,0,2,2,1,1,0.02268041237113402,2,0,27,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,39.3,2,1,6,2,1,2,3,3,0,0.45567010309278355,1,0,48,0,0,0,0,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,89.6,0,3,5,2,0,1,4,2,1,0.4268041237113402,1,0,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8,98.4,2,3,5,3,2,3,4,3,0,0.6494845360824741,3,1,99,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8,3.5,2,2,4,0,1,1,2,3,0,0.9329896907216494,3,1,48,1,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,44.4,2,1,9,3,2,2,1,3,0,0.9072164948453608,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3.7,0,1,1,1,0,1,2,0,1,0.028865979381443297,2,0,30,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,78.4,1,3,7,1,2,3,4,4,0,0.8670103092783504,3,0,68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,92.0,2,3,10,3,2,4,4,4,0,0.7783505154639174,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5,7.2,1,2,5,0,0,2,2,1,0,0.031958762886597936,1,0,25,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6,28.2,0,2,6,3,2,2,3,1,0,0.08144329896907217,1,1,50,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,89.4,1,1,5,1,0,3,2,0,0,0.3134020618556701,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9,71.6,1,2,9,3,2,2,3,2,1,0.5391752577319587,3,1,70,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,67.5,2,1,7,3,2,3,1,4,0,0.40309278350515465,3,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,65.7,1,1,7,3,1,2,2,2,0,0.2494845360824742,1,0,51,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,37.1,2,2,9,2,2,2,3,3,1,0.9154639175257732,1,1,72,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,17.7,1,3,4,2,0,2,3,1,1,0.07938144329896907,0,0,36,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,87.7,0,3,6,3,2,3,3,3,1,0.7752577319587629,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,85.2,2,2,6,0,1,2,3,3,0,0.777319587628866,1,1,48,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,37.5,2,2,9,1,2,2,3,4,0,0.17525773195876287,2,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5,14.7,1,1,4,2,0,1,3,2,1,0.31134020618556707,3,0,32,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,4.5,0,1,4,0,0,1,1,1,0,0.32680412371134027,3,0,46,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,36.4,1,2,8,0,1,3,2,3,0,0.05154639175257732,3,1,42,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,74.2,0,3,3,1,1,4,4,1,0,0.34536082474226804,1,0,43,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,39.0,1,2,3,0,0,2,3,0,0,0.017525773195876292,3,0,38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,50.3,1,1,1,1,1,2,2,1,0,0.23711340206185563,1,1,29,1,0,0,1,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6,57.5,0,2,2,2,0,1,3,3,0,0.8690721649484535,2,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,73.2,2,2,7,3,1,1,4,4,0,0.44948453608247424,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,6.9,2,1,6,1,2,2,2,4,0,0.9958762886597937,3,1,58,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,35.2,1,1,3,1,1,1,1,2,0,0.4443298969072165,1,0,41,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,54.4,1,1,5,1,1,2,2,4,1,0.5443298969072164,1,1,35,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,94.7,1,3,8,3,1,4,4,3,0,0.9195876288659793,3,1,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,3.2,2,1,10,2,2,2,1,2,0,0.7845360824742267,2,1,56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,39.5,1,3,7,1,1,4,4,4,1,0.23092783505154638,3,1,52,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,24.9,1,3,9,1,1,4,1,3,1,0.5989690721649484,3,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,17.8,1,3,6,2,0,1,4,3,0,0.8309278350515463,0,1,41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8,16.8,0,1,4,0,0,2,1,2,0,0.7041237113402061,0,0,22,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8,65.8,2,2,10,2,2,3,1,4,1,0.8577319587628865,0,0,70,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,26.6,0,1,2,1,2,1,4,4,0,0.7350515463917525,0,0,41,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,54.1,0,2,6,1,0,2,2,0,1,0.1556701030927835,1,0,24,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,48.6,0,1,4,1,0,1,1,2,1,0.2804123711340206,0,0,18,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7,27.2,0,1,8,0,0,1,3,3,1,0.17628865979381445,2,1,26,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,29.5,1,3,2,2,1,2,2,2,0,0.15257731958762885,2,0,58,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,52.7,0,1,7,3,0,1,2,3,0,0.8237113402061855,1,0,45,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,70.1,2,3,9,3,2,4,4,4,1,0.7309278350515463,3,1,93,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7,90.6,1,1,6,3,2,1,4,4,0,0.9948453608247422,0,0,79,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,50.9,2,1,9,2,2,2,2,4,0,0.9546391752577319,1,0,62,0,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,18.1,2,1,9,2,2,3,1,3,0,0.9628865979381444,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,65.1,0,3,3,1,0,3,3,3,0,0.6639175257731958,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,67.1,0,1,4,0,0,2,1,0,0,0.09999999999999999,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,75.3,2,2,8,1,1,1,2,3,0,0.18144329896907216,1,0,51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,97.1,2,3,9,3,2,3,4,4,1,0.9432989690721649,2,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,77.3,0,2,2,2,1,1,4,2,0,0.3185567010309278,1,0,39,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6,36.2,0,2,2,1,0,2,2,0,0,0.04948453608247423,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12,27.8,2,2,7,1,2,3,3,3,1,0.9371134020618557,0,0,39,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,62.1,2,3,7,3,2,4,2,1,0,0.6,3,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,35.3,0,2,1,0,0,2,3,1,1,0.8175257731958762,1,0,14,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,50.0,1,2,8,2,1,3,2,3,1,0.7072164948453608,3,0,58,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,28.5,0,3,2,3,0,2,3,3,0,0.4731958762886598,2,1,52,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5,91.7,0,3,3,0,0,4,4,3,0,0.6979381443298969,1,1,34,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,37.8,1,1,4,3,2,1,1,2,1,0.2639175257731959,0,0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,50.2,1,1,7,2,1,1,2,2,0,0.8402061855670102,1,1,41,0,0,0,0,1,1,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,30.6,2,1,8,2,2,1,4,4,0,0.8659793814432989,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,60.5,0,3,4,0,1,2,3,0,0,0.06288659793814433,3,1,33,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,38.6,2,1,8,1,2,1,2,2,0,0.2030927835051546,3,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,13.7,0,1,1,0,0,3,2,2,0,0.4865979381443299,3,0,41,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,76.7,1,2,5,3,1,4,4,2,1,0.6938144329896906,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,34.5,1,1,3,2,0,1,3,3,0,0.48350515463917526,0,1,38,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,93.9,0,1,5,0,0,1,3,0,0,0.14948453608247422,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10,77.5,2,1,9,2,2,2,1,2,1,0.9783505154639175,3,1,59,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,31.0,1,1,7,1,0,2,1,1,0,0.936082474226804,3,1,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,40.5,2,3,9,1,1,1,3,4,0,0.8288659793814434,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,31.3,1,3,4,2,0,4,2,1,1,0.2020618556701031,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,12.2,0,3,3,0,0,3,2,0,1,0.44123711340206184,3,0,30,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,63.0,2,3,4,0,2,3,2,3,1,0.39999999999999997,2,0,38,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,97.5,2,3,10,2,2,4,4,4,0,0.9041237113402062,3,1,91,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,71.3,1,2,5,3,1,4,4,4,0,0.6783505154639174,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,64.1,1,3,4,2,2,3,4,4,1,0.3752577319587629,3,0,68,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,20.6,1,1,6,2,1,4,1,2,1,0.9185567010309277,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,23.6,0,1,1,1,1,2,4,2,1,0.7917525773195876,3,0,49,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,55.7,1,3,10,2,2,3,4,4,0,0.6103092783505154,2,0,72,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6,43.0,1,2,4,0,0,4,3,1,0,0.2670103092783505,1,1,15,1,0,1,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7,59.8,0,2,4,2,1,1,3,1,0,0.41340206185567013,3,1,54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,88.5,1,3,7,2,2,1,2,4,1,0.6845360824742268,3,1,66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,23.5,1,3,6,0,0,3,2,2,0,0.788659793814433,0,1,22,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,38.7,2,3,6,2,1,1,2,1,0,0.5742268041237113,1,0,60,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,91.3,2,2,8,3,2,3,4,4,1,0.34226804123711346,1,1,82,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10,38.0,0,2,7,1,2,4,1,3,0,0.634020618556701,3,0,41,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11,30.8,2,1,8,2,1,2,3,4,0,0.9670103092783504,3,1,60,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,99.0,2,3,10,3,2,1,4,4,0,0.9597938144329896,2,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8,83.0,1,3,3,3,0,4,3,1,1,0.511340206185567,1,1,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,30.0,0,2,4,0,0,3,2,0,0,0.3505154639175258,1,0,26,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,88.9,2,3,7,3,1,4,4,4,0,0.8164948453608247,0,1,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,67.2,0,1,3,1,1,1,1,0,1,0.41958762886597945,0,0,21,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,69.5,1,2,5,1,2,2,2,1,0,0.5494845360824742,0,1,46,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,26.3,1,1,3,3,1,1,3,2,1,0.9268041237113402,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,6.8,0,1,2,0,0,1,2,0,0,0.0,2,0,33,1,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,82.9,1,2,5,2,0,3,4,2,0,0.38762886597938145,3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,40.2,2,1,6,1,2,2,1,1,0,0.14536082474226805,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,11.6,1,2,7,2,1,3,3,2,0,0.16804123711340205,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,56.8,2,2,7,2,1,1,3,1,1,0.7278350515463916,1,0,58,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,97.6,0,3,4,1,0,2,2,2,1,0.3195876288659794,0,0,33,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,12.1,2,3,7,1,2,2,1,3,1,0.334020618556701,1,0,41,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,51.9,0,1,2,0,0,1,1,0,1,0.004123711340206185,1,0,20,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,10.8,2,1,7,1,1,1,2,4,1,0.9680412371134021,0,1,36,0,1,0,1,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10,81.4,2,3,9,0,2,2,4,3,1,0.6329896907216495,2,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,46.3,2,3,9,0,1,3,4,3,1,0.41546391752577316,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,32.2,1,1,10,2,2,3,1,2,0,0.15463917525773194,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,28.1,0,2,6,0,0,4,1,1,1,0.27010309278350514,2,1,24,1,1,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,72.7,2,1,3,3,2,1,1,1,0,0.029896907216494847,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,42.9,1,2,3,3,1,2,2,1,0,0.12371134020618556,0,0,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,9.0,2,2,6,1,2,3,1,3,0,0.6237113402061856,2,0,37,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7,29.0,0,3,2,1,0,4,2,1,0,0.7195876288659793,2,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,47.3,0,3,2,0,0,3,1,1,1,0.07835051546391752,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12,52.0,1,2,9,0,2,3,2,3,0,0.9938144329896906,1,0,36,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10,62.4,2,1,10,0,2,2,1,3,1,0.7701030927835051,0,1,25,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,70.2,2,3,7,1,1,2,4,3,1,0.9051546391752576,3,1,63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,96.5,2,3,8,3,2,2,4,4,1,0.8999999999999999,1,0,92,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,6.0,1,3,6,0,0,3,1,2,1,0.4216494845360825,1,1,29,1,0,0,0,1,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,70.5,1,2,6,1,0,1,3,3,0,0.18865979381443299,3,0,47,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,5.2,0,1,3,1,1,1,3,1,0,0.8865979381443299,1,0,36,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,28.9,0,2,2,0,0,3,4,3,0,0.8701030927835052,3,1,41,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,28.7,0,2,4,2,0,3,3,1,1,0.14432989690721648,0,0,30,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,18.0,0,1,4,1,1,4,3,2,0,0.9494845360824741,1,0,33,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11,32.1,1,1,1,3,0,2,1,3,1,0.9103092783505153,1,0,32,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,81.9,1,3,5,1,1,2,3,3,0,0.7298969072164948,0,0,48,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,79.1,1,3,8,3,1,2,2,3,1,0.7412371134020619,2,1,66,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12,6.4,1,3,6,1,0,4,4,3,0,0.724742268041237,1,1,30,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,78.3,2,2,9,0,2,2,4,3,0,0.5061855670103093,0,1,46,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,57.8,0,3,2,2,0,2,3,1,1,0.8195876288659794,2,0,44,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,82.6,2,3,5,3,2,2,3,3,0,0.7113402061855669,0,0,71,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11,57.1,0,2,3,1,1,4,3,3,0,0.49793814432989686,3,1,43,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,48.6,0,2,5,3,1,2,1,1,0,0.8628865979381443,3,0,55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,15.0,0,2,4,0,0,2,2,1,0,0.13092783505154637,1,0,49,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,80.0,1,2,4,2,2,2,2,4,0,0.13298969072164948,0,1,62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6,48.0,1,1,9,3,1,2,1,2,0,0.37835051546391757,2,0,49,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,35.8,2,2,7,1,1,4,1,3,0,0.5371134020618556,2,0,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
